"Development.Name","TDSNumber","Borough","Current.Charges","Total.HCF","Revenue.Month.clean","DateTime","Year"
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",5486.55,1269,"12/01/2017 12:00:00 ",2017-12-01,2017
"RALPH AVENUE REHAB",352,"BROOKLYN",2881.43,882,"12/01/2017 12:00:00 ",2017-12-01,2017
"RALPH AVENUE REHAB",352,"BROOKLYN",2595.26,850,"12/01/2017 12:00:00 ",2017-12-01,2017
"RALPH AVENUE REHAB",352,"BROOKLYN",3670.86,1025,"12/01/2017 12:00:00 ",2017-12-01,2017
"RALPH AVENUE REHAB",352,"BROOKLYN",6137.83,1351,"12/01/2017 12:00:00 ",2017-12-01,2017
"QUEENSBRIDGE SOUTH",5,"QUEENS",3562.31,1013,"12/01/2017 12:00:00 ",2017-12-01,2017
"QUEENSBRIDGE NORTH",505,"QUEENS",6769.38,1421,"12/01/2017 12:00:00 ",2017-12-01,2017
"POLO GROUNDS TOWERS",149,"MANHATTAN",197.36,780,"12/01/2017 12:00:00 ",2017-12-01,2017
"PARK ROCK REHAB",351,"BROOKLYN",3996.5,1090,"12/01/2017 12:00:00 ",2017-12-01,2017
"PARK ROCK REHAB",351,"BROOKLYN",3542.58,1010,"12/01/2017 12:00:00 ",2017-12-01,2017
"OCEAN HILL-BROWNSVILLE",313,"BROOKLYN",4904.35,1192,"12/01/2017 12:00:00 ",2017-12-01,2017
"OCEAN HILL-BROWNSVILLE",313,"BROOKLYN",5269.46,1245,"12/01/2017 12:00:00 ",2017-12-01,2017
"OCEAN BAY APARTMENTS (OCEANSIDE)",51,"QUEENS",38.07,2,"12/01/2017 12:00:00 ",2017-12-01,2017
"OCEAN BAY APARTMENTS (OCEANSIDE)",51,"QUEENS",38.07,2,"12/01/2017 12:00:00 ",2017-12-01,2017
"OCEAN BAY APARTMENTS (OCEANSIDE)",51,"QUEENS",38.07,2,"12/01/2017 12:00:00 ",2017-12-01,2017
"OCEAN BAY APARTMENTS (OCEANSIDE)",51,"QUEENS",38.07,2,"12/01/2017 12:00:00 ",2017-12-01,2017
"BAISLEY PARK",91,"QUEENS",8071.94,1579,"12/01/2017 12:00:00 ",2017-12-01,2017
"WILLIAMSBURG",2,"BROOKLYN",34.27,2,"12/01/2017 12:00:00 ",2017-12-01,2017
"BAISLEY PARK",91,"QUEENS",493.4,1207,"12/01/2017 12:00:00 ",2017-12-01,2017
"BAISLEY PARK",91,"QUEENS",6206.91,1358,"12/01/2017 12:00:00 ",2017-12-01,2017
"WILLIAMSBURG",2,"BROOKLYN",98.68,495,"12/01/2017 12:00:00 ",2017-12-01,2017
"INTERNATIONAL TOWER",316,"QUEENS",10331.69,42,"12/01/2017 12:00:00 ",2017-12-01,2017
"WILLIAMSBURG",2,"BROOKLYN",266.43,857,"12/01/2017 12:00:00 ",2017-12-01,2017
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",5456.95,1266,"12/01/2017 12:00:00 ",2017-12-01,2017
"WEST FARMS ROAD REHAB",360,"BRONX",42806.95,1071,"12/01/2017 12:00:00 ",2017-12-01,2017
"BETANCES III, 9A",222,"BRONX",5249.72,1243,"12/01/2017 12:00:00 ",2017-12-01,2017
"BETANCES III, 9A",222,"BRONX",38.07,2,"12/01/2017 12:00:00 ",2017-12-01,2017
"WEST FARMS ROAD REHAB",360,"BRONX",6591.76,1401,"12/01/2017 12:00:00 ",2017-12-01,2017
"BETANCES VI",285,"BRONX",296.04,945,"12/01/2017 12:00:00 ",2017-12-01,2017
"WEST FARMS ROAD REHAB",360,"BRONX",5989.82,1334,"12/01/2017 12:00:00 ",2017-12-01,2017
"INGERSOLL",14,"BROOKLYN",38.07,2,"12/01/2017 12:00:00 ",2017-12-01,2017
"BUSHWICK II (GROUPS A & C)",302,"BROOKLYN",2200.54,806,"12/01/2017 12:00:00 ",2017-12-01,2017
"154 WEST 84TH STREET",359,"MANHATTAN",2980.11,948,"12/01/2017 12:00:00 ",2017-12-01,2017
"BUSHWICK II (GROUPS B & D)",303,"BROOKLYN",315.77,967,"12/01/2017 12:00:00 ",2017-12-01,2017
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",12581.57,190,"12/01/2017 12:00:00 ",2017-12-01,2017
"WASHINGTON HEIGHTS REHAB PHASE IV (C)",330,"MANHATTAN",2851.82,878,"12/01/2017 12:00:00 ",2017-12-01,2017
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",10084.99,618,"12/01/2017 12:00:00 ",2017-12-01,2017
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",523,1240,"12/01/2017 12:00:00 ",2017-12-01,2017
"WASHINGTON HEIGHTS REHAB PHASE IV (C)",330,"MANHATTAN",177.62,588,"12/01/2017 12:00:00 ",2017-12-01,2017
"WASHINGTON HEIGHTS REHAB PHASE III",523,"MANHATTAN",2713.67,863,"12/01/2017 12:00:00 ",2017-12-01,2017
"CLAREMONT REHAB (GROUP 2)",307,"BRONX",38.07,890,"12/01/2017 12:00:00 ",2017-12-01,2017
"CLAREMONT REHAB (GROUP 2)",307,"BRONX",226.96,813,"12/01/2017 12:00:00 ",2017-12-01,2017
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",2200.54,806,"12/01/2017 12:00:00 ",2017-12-01,2017
"WASHINGTON HEIGHTS REHAB PHASE III",523,"MANHATTAN",1746.62,585,"12/01/2017 12:00:00 ",2017-12-01,2017
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",1085.47,508,"12/01/2017 12:00:00 ",2017-12-01,2017
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",769.7,1532,"12/01/2017 12:00:00 ",2017-12-01,2017
"WASHINGTON HEIGHTS REHAB PHASE III",523,"MANHATTAN",1845.3,597,"12/01/2017 12:00:00 ",2017-12-01,2017
"HUNTS POINT AVENUE REHAB",367,"BRONX",4233.33,1116,"12/01/2017 12:00:00 ",2017-12-01,2017
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",2249.88,811,"12/01/2017 12:00:00 ",2017-12-01,2017
"WASHINGTON HEIGHTS REHAB (GROUPS 1&2)",293,"MANHATTAN",7361.45,1495,"12/01/2017 12:00:00 ",2017-12-01,2017
"CLINTON",123,"MANHATTAN",26219.01,747,"12/01/2017 12:00:00 ",2017-12-01,2017
"CLINTON",123,"MANHATTAN",34.27,1,"12/01/2017 12:00:00 ",2017-12-01,2017
"VAN DYKE I",61,"BROOKLYN",98.68,495,"12/01/2017 12:00:00 ",2017-12-01,2017
"CONLON LIHFE TOWER",232,"QUEENS",22834.32,686,"12/01/2017 12:00:00 ",2017-12-01,2017
"UPACA (SITE 6)",355,"MANHATTAN",8091.68,1582,"12/01/2017 12:00:00 ",2017-12-01,2017
"UPACA (SITE 6)",355,"MANHATTAN",4420.82,1138,"12/01/2017 12:00:00 ",2017-12-01,2017
"CROWN HEIGHTS",312,"BROOKLYN",2279.48,815,"12/01/2017 12:00:00 ",2017-12-01,2017
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",5970.08,1332,"12/01/2017 12:00:00 ",2017-12-01,2017
"UPACA (SITE 5)",343,"MANHATTAN",3059.05,957,"12/01/2017 12:00:00 ",2017-12-01,2017
"UPACA (SITE 5)",343,"MANHATTAN",8.5,1,"12/01/2017 12:00:00 ",2017-12-01,2017
"UPACA (SITE 5)",343,"MANHATTAN",34.27,1,"12/01/2017 12:00:00 ",2017-12-01,2017
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",14604.49,309,"12/01/2017 12:00:00 ",2017-12-01,2017
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",7726.57,1536,"12/01/2017 12:00:00 ",2017-12-01,2017
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",4884.61,1190,"12/01/2017 12:00:00 ",2017-12-01,2017
"EAST NEW YORK CITY LINE",263,"BROOKLYN",1628.2,572,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",118.41,518,"12/01/2017 12:00:00 ",2017-12-01,2017
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",2328.82,820,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",88.81,1667,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",217.09,802,"12/01/2017 12:00:00 ",2017-12-01,2017
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",2555.79,845,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",1746.62,585,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",325.64,978,"12/01/2017 12:00:00 ",2017-12-01,2017
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",3976.76,1088,"12/01/2017 12:00:00 ",2017-12-01,2017
"LOWER EAST SIDE II",337,"MANHATTAN",7252.91,1483,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",138.15,541,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",157.89,566,"12/01/2017 12:00:00 ",2017-12-01,2017
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",3690.59,1027,"12/01/2017 12:00:00 ",2017-12-01,2017
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",562.47,1284,"12/01/2017 12:00:00 ",2017-12-01,2017
"LOWER EAST SIDE II",337,"MANHATTAN",3680.73,1026,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",592.07,1326,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",621.68,1359,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",286.17,879,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",286.17,879,"12/01/2017 12:00:00 ",2017-12-01,2017
"THOMAS APARTMENTS",268,"MANHATTAN",8071.94,1579,"12/01/2017 12:00:00 ",2017-12-01,2017
"HUNTS POINT AVENUE REHAB",367,"BRONX",3611.65,1018,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",128.28,529,"12/01/2017 12:00:00 ",2017-12-01,2017
"TAFT",97,"MANHATTAN",3252.35,1425,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",59.21,1317,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",651.28,1392,"12/01/2017 12:00:00 ",2017-12-01,2017
"STUYVESANT GARDENS II",333,"BROOKLYN",7588.42,1520,"12/01/2017 12:00:00 ",2017-12-01,2017
"STUYVESANT GARDENS II",333,"BROOKLYN",1134.81,513,"12/01/2017 12:00:00 ",2017-12-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",2614.99,852,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",246.7,835,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",138.15,541,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",226.96,813,"12/01/2017 12:00:00 ",2017-12-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",1776.22,590,"12/01/2017 12:00:00 ",2017-12-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",207.23,791,"12/01/2017 12:00:00 ",2017-12-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2210.41,807,"12/01/2017 12:00:00 ",2017-12-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",3305.75,984,"12/01/2017 12:00:00 ",2017-12-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",1815.69,594,"12/01/2017 12:00:00 ",2017-12-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2536.05,843,"12/01/2017 12:00:00 ",2017-12-01,2017
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2279.48,815,"12/01/2017 12:00:00 ",2017-12-01,2017
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",1855.17,598,"12/01/2017 12:00:00 ",2017-12-01,2017
"LOWER EAST SIDE II",337,"MANHATTAN",5170.78,1234,"12/01/2017 12:00:00 ",2017-12-01,2017
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2684.07,860,"12/01/2017 12:00:00 ",2017-12-01,2017
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",7233.17,1481,"12/01/2017 12:00:00 ",2017-12-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3128.12,964,"12/01/2017 12:00:00 ",2017-12-01,2017
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",5871.4,1312,"12/01/2017 12:00:00 ",2017-12-01,2017
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",3966.9,1087,"12/01/2017 12:00:00 ",2017-12-01,2017
"STAPLETON",114,"STATEN ISLAND",49.34,1195,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",19025.31,475,"12/01/2017 12:00:00 ",2017-12-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3591.92,1016,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",2141.33,799,"12/01/2017 12:00:00 ",2017-12-01,2017
"HOWARD AVENUE",339,"BROOKLYN",1450.58,551,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",5111.57,1227,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",3542.58,1010,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",6078.63,1344,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",5614.84,1283,"12/01/2017 12:00:00 ",2017-12-01,2017
"LOWER EAST SIDE REHAB (GROUP 5)",292,"MANHATTAN",3157.73,968,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",5101.7,1226,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",1766.35,587,"12/01/2017 12:00:00 ",2017-12-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",2841.96,877,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",2585.39,849,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",8279.17,1602,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",4430.69,1139,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",4736.59,1174,"12/01/2017 12:00:00 ",2017-12-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",6779.25,1422,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",5979.95,1333,"12/01/2017 12:00:00 ",2017-12-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",4953.69,1210,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",7608.15,1523,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",2506.45,840,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",5703.65,1293,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",2624.86,853,"12/01/2017 12:00:00 ",2017-12-01,2017
"LOWER EAST SIDE REHAB (GROUP 5)",292,"MANHATTAN",12078.31,156,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOUTH JAMAICA II",66,"QUEENS",4499.76,1147,"12/01/2017 12:00:00 ",2017-12-01,2017
"SOTOMAYOR HOUSES",67,"BRONX",118.41,518,"12/01/2017 12:00:00 ",2017-12-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",2634.73,854,"12/01/2017 12:00:00 ",2017-12-01,2017
"SHELTON HOUSE",279,"QUEENS",7440.4,1504,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (MHOP) I",389,"MANHATTAN",296.04,945,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (MHOP) I",389,"MANHATTAN",345.38,1000,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (MHOP) I",389,"MANHATTAN",59.21,1317,"12/01/2017 12:00:00 ",2017-12-01,2017
"HIGHBRIDGE REHABS (ANDERSON AVENUE)",370,"BRONX",6058.89,1342,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (MHOP) I",389,"MANHATTAN",236.83,824,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (MHOP) I",389,"MANHATTAN",2141.33,799,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2565.65,847,"12/01/2017 12:00:00 ",2017-12-01,2017
"MANHATTANVILLE REHAB (GROUP 2)",296,"MANHATTAN",2299.22,817,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1213.75,522,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",5141.18,1231,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2289.35,816,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",769.7,1532,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2545.92,844,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",523,1240,"12/01/2017 12:00:00 ",2017-12-01,2017
"MARCY AVENUE-GREENE AVENUE SITE B",358,"BROOKLYN",3167.6,969,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",976.92,1765,"12/01/2017 12:00:00 ",2017-12-01,2017
"HARRISON AVENUE REHAB (GROUP B)",547,"BRONX",5427.35,1263,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2457.11,834,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1618.34,571,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2496.58,839,"12/01/2017 12:00:00 ",2017-12-01,2017
"HARRISON AVENUE REHAB (GROUP B)",547,"BRONX",3690.59,1027,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",3414.29,996,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",651.28,1392,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1993.32,783,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2684.07,860,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",957.19,1746,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1065.73,505,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",4302.4,1125,"12/01/2017 12:00:00 ",2017-12-01,2017
"MARLBORO",83,"BROOKLYN",11180.33,105,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1272.96,528,"12/01/2017 12:00:00 ",2017-12-01,2017
"GOMPERS",100,"MANHATTAN",34.27,1,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1884.77,602,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1993.32,783,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1805.83,593,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2763.01,869,"12/01/2017 12:00:00 ",2017-12-01,2017
"FRANKLIN AVENUE II CONVENTIONAL",531,"BRONX",1036.13,502,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1943.98,608,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2486.71,838,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1845.3,597,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",3937.29,1054,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",13410.48,233,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2101.86,795,"12/01/2017 12:00:00 ",2017-12-01,2017
"MELROSE",28,"BRONX",128.28,529,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",6621.36,1405,"12/01/2017 12:00:00 ",2017-12-01,2017
"FRANKLIN AVENUE II CONVENTIONAL",531,"BRONX",2161.07,801,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1134.81,513,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2772.88,870,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2644.6,855,"12/01/2017 12:00:00 ",2017-12-01,2017
"FRANKLIN AVENUE II CONVENTIONAL",531,"BRONX",1213.75,522,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2792.62,872,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1766.35,587,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2486.71,838,"12/01/2017 12:00:00 ",2017-12-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",769.7,1532,"12/01/2017 12:00:00 ",2017-12-01,2017
"REID APARTMENTS",167,"BROOKLYN",44889.08,1079,"12/01/2017 12:00:00 ",2017-12-01,2017
"HOWARD AVENUE",339,"BROOKLYN",4332.01,1128,"12/01/2017 12:00:00 ",2017-12-01,2017
"REHAB PROGRAM (TAFT REHABS)",516,"MANHATTAN",20466.02,634,"12/01/2017 12:00:00 ",2017-12-01,2017
"REHAB PROGRAM (COLLEGE POINT)",143,"QUEENS",631.55,1370,"12/01/2017 12:00:00 ",2017-12-01,2017
"FORT WASHINGTON AVENUE REHAB",309,"MANHATTAN",14495.95,301,"12/01/2017 12:00:00 ",2017-12-01,2017
"RED HOOK EAST",4,"BROOKLYN",325.64,978,"12/01/2017 12:00:00 ",2017-12-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2545.92,844,"11/01/2017 12:00:00 ",2017-11-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2200.54,806,"11/01/2017 12:00:00 ",2017-11-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2289.35,816,"11/01/2017 12:00:00 ",2017-11-01,2017
"BETANCES III, 9A",222,"BRONX",5851.66,1310,"11/01/2017 12:00:00 ",2017-11-01,2017
"REHAB PROGRAM (TAFT REHABS)",516,"MANHATTAN",23604.02,707,"11/01/2017 12:00:00 ",2017-11-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",3177.46,970,"11/01/2017 12:00:00 ",2017-11-01,2017
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2703.8,862,"11/01/2017 12:00:00 ",2017-11-01,2017
"LOWER EAST SIDE II",337,"MANHATTAN",6029.29,1339,"11/01/2017 12:00:00 ",2017-11-01,2017
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2121.6,797,"11/01/2017 12:00:00 ",2017-11-01,2017
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2486.71,838,"11/01/2017 12:00:00 ",2017-11-01,2017
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",7243.04,1482,"11/01/2017 12:00:00 ",2017-11-01,2017
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",10292.22,40,"11/01/2017 12:00:00 ",2017-11-01,2017
"BETANCES III, 9A",222,"BRONX",38.07,2,"11/01/2017 12:00:00 ",2017-11-01,2017
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",2516.31,841,"11/01/2017 12:00:00 ",2017-11-01,2017
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",5871.4,1312,"11/01/2017 12:00:00 ",2017-11-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3039.31,954,"11/01/2017 12:00:00 ",2017-11-01,2017
"INTERNATIONAL TOWER",316,"QUEENS",12364.48,174,"11/01/2017 12:00:00 ",2017-11-01,2017
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",3966.9,1087,"11/01/2017 12:00:00 ",2017-11-01,2017
"WILLIAMSBURG",2,"BROOKLYN",286.17,879,"11/01/2017 12:00:00 ",2017-11-01,2017
"STAPLETON",114,"STATEN ISLAND",78.94,1553,"11/01/2017 12:00:00 ",2017-11-01,2017
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",5614.84,1283,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",17239.22,421,"11/01/2017 12:00:00 ",2017-11-01,2017
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",10144.2,27,"11/01/2017 12:00:00 ",2017-11-01,2017
"HOWARD AVENUE",339,"BROOKLYN",2013.05,785,"11/01/2017 12:00:00 ",2017-11-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3937.29,1054,"11/01/2017 12:00:00 ",2017-11-01,2017
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",1371.64,540,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",2861.69,880,"11/01/2017 12:00:00 ",2017-11-01,2017
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",2279.48,815,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",5970.08,1332,"11/01/2017 12:00:00 ",2017-11-01,2017
"WILLIAMSBURG",2,"BROOKLYN",187.49,600,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",3917.56,1052,"11/01/2017 12:00:00 ",2017-11-01,2017
"BAISLEY PARK",91,"QUEENS",7588.42,1520,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",6483.21,1389,"11/01/2017 12:00:00 ",2017-11-01,2017
