"Development.Name","TDSNumber","Borough","Current.Charges","Total.HCF","Revenue.Month.clean","DateTime","Year"
"LOWER EAST SIDE REHAB (GROUP 5)",292,"MANHATTAN",3137.99,965,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",5555.63,1277,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",6907.53,1445,"11/01/2017 12:00:00 ",2017-11-01,2017
"WILLIAMSBURG",2,"BROOKLYN",40.61,2,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",2259.75,812,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",2585.39,849,"11/01/2017 12:00:00 ",2017-11-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3996.5,1090,"11/01/2017 12:00:00 ",2017-11-01,2017
"BAISLEY PARK",91,"QUEENS",8999.52,1686,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",9206.75,1708,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",2131.47,798,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",4874.74,1189,"11/01/2017 12:00:00 ",2017-11-01,2017
"OCEAN BAY APARTMENTS (OCEANSIDE)",51,"QUEENS",38.07,2,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",6720.04,1416,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",9848.16,1771,"11/01/2017 12:00:00 ",2017-11-01,2017
"OCEAN BAY APARTMENTS (OCEANSIDE)",51,"QUEENS",38.07,2,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",3404.43,995,"11/01/2017 12:00:00 ",2017-11-01,2017
"OCEAN BAY APARTMENTS (OCEANSIDE)",51,"QUEENS",38.07,2,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",5170.78,1234,"11/01/2017 12:00:00 ",2017-11-01,2017
"LOWER EAST SIDE REHAB (GROUP 5)",292,"MANHATTAN",10469.84,53,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",3147.86,966,"11/01/2017 12:00:00 ",2017-11-01,2017
"REHAB PROGRAM (COLLEGE POINT)",143,"QUEENS",641.41,1381,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOUTH JAMAICA II",66,"QUEENS",4914.21,1193,"11/01/2017 12:00:00 ",2017-11-01,2017
"SOTOMAYOR HOUSES",67,"BRONX",177.62,588,"11/01/2017 12:00:00 ",2017-11-01,2017
"OCEAN BAY APARTMENTS (OCEANSIDE)",51,"QUEENS",38.07,2,"11/01/2017 12:00:00 ",2017-11-01,2017
"SHELTON HOUSE",279,"QUEENS",9335.03,1722,"11/01/2017 12:00:00 ",2017-11-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3779.41,1037,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (MHOP) I",389,"MANHATTAN",374.98,1033,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (MHOP) I",389,"MANHATTAN",532.87,1251,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (MHOP) I",389,"MANHATTAN",88.81,1667,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (MHOP) I",389,"MANHATTAN",374.98,1033,"11/01/2017 12:00:00 ",2017-11-01,2017
"HIGHBRIDGE REHABS (ANDERSON AVENUE)",370,"BRONX",7588.42,1520,"11/01/2017 12:00:00 ",2017-11-01,2017
"OCEAN HILL-BROWNSVILLE",313,"BROOKLYN",5940.48,1329,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (MHOP) I",389,"MANHATTAN",2634.73,854,"11/01/2017 12:00:00 ",2017-11-01,2017
"OCEAN HILL-BROWNSVILLE",313,"BROOKLYN",11357.96,169,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2743.28,866,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1194.02,520,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",5743.12,1298,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2032.79,787,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1213.75,522,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",3088.65,960,"11/01/2017 12:00:00 ",2017-11-01,2017
"MARCY AVENUE-GREENE AVENUE SITE B",358,"BROOKLYN",3236.67,976,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",601.94,1337,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1302.56,533,"11/01/2017 12:00:00 ",2017-11-01,2017
"PARK ROCK REHAB",351,"BROOKLYN",3384.69,993,"11/01/2017 12:00:00 ",2017-11-01,2017
"BAISLEY PARK",91,"QUEENS",513.13,1229,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2950.5,889,"11/01/2017 12:00:00 ",2017-11-01,2017
"HARRISON AVENUE REHAB (GROUP B)",547,"BRONX",6019.42,1338,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1835.43,596,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2397.9,828,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",4055.71,1097,"11/01/2017 12:00:00 ",2017-11-01,2017
"HARRISON AVENUE REHAB (GROUP B)",547,"BRONX",4499.76,1147,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",809.17,1581,"11/01/2017 12:00:00 ",2017-11-01,2017
"PARK ROCK REHAB",351,"BROOKLYN",3947.16,1085,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2190.67,805,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",3088.65,960,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1164.41,516,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",907.85,1693,"11/01/2017 12:00:00 ",2017-11-01,2017
"MARLBORO",83,"BROOKLYN",10124.47,25,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",3434.03,998,"11/01/2017 12:00:00 ",2017-11-01,2017
"POLO GROUNDS TOWERS",149,"MANHATTAN",157.89,566,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1272.96,528,"11/01/2017 12:00:00 ",2017-11-01,2017
"RED HOOK EAST",4,"BROOKLYN",325.64,978,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1805.83,593,"11/01/2017 12:00:00 ",2017-11-01,2017
"GOMPERS",100,"MANHATTAN",40.61,2,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2378.16,826,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2427.5,831,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",3483.37,1004,"11/01/2017 12:00:00 ",2017-11-01,2017
"FRANKLIN AVENUE II CONVENTIONAL",531,"BRONX",1253.22,526,"11/01/2017 12:00:00 ",2017-11-01,2017
"QUEENSBRIDGE NORTH",505,"QUEENS",9453.45,1733,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2003.18,784,"11/01/2017 12:00:00 ",2017-11-01,2017
"FORT WASHINGTON AVENUE REHAB",309,"MANHATTAN",19666.72,493,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2624.86,853,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1963.71,610,"11/01/2017 12:00:00 ",2017-11-01,2017
"QUEENSBRIDGE SOUTH",5,"QUEENS",3562.31,1013,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",5170.78,1234,"11/01/2017 12:00:00 ",2017-11-01,2017
"MELROSE",28,"BRONX",157.89,566,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2526.18,842,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",7835.11,1547,"11/01/2017 12:00:00 ",2017-11-01,2017
"RALPH AVENUE REHAB",352,"BROOKLYN",4835.27,1185,"11/01/2017 12:00:00 ",2017-11-01,2017
"FRANKLIN AVENUE II CONVENTIONAL",531,"BRONX",2161.07,801,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",3325.48,986,"11/01/2017 12:00:00 ",2017-11-01,2017
"BETANCES VI",285,"BRONX",374.98,1033,"11/01/2017 12:00:00 ",2017-11-01,2017
"WEST FARMS ROAD REHAB",360,"BRONX",7529.21,1514,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",3276.14,981,"11/01/2017 12:00:00 ",2017-11-01,2017
"BUSHWICK II (GROUPS A & C)",302,"BROOKLYN",2950.5,889,"11/01/2017 12:00:00 ",2017-11-01,2017
"154 WEST 84TH STREET",359,"MANHATTAN",3631.39,1020,"11/01/2017 12:00:00 ",2017-11-01,2017
"INGERSOLL",14,"BROOKLYN",38.07,2,"11/01/2017 12:00:00 ",2017-11-01,2017
"BUSHWICK II (GROUPS B & D)",303,"BROOKLYN",315.77,967,"11/01/2017 12:00:00 ",2017-11-01,2017
"WASHINGTON HEIGHTS REHAB PHASE IV (C)",330,"MANHATTAN",3345.22,988,"11/01/2017 12:00:00 ",2017-11-01,2017
"BUSHWICK II CDA (GROUP E)",324,"BROOKLYN",523,1240,"11/01/2017 12:00:00 ",2017-11-01,2017
"WASHINGTON HEIGHTS REHAB PHASE IV (C)",330,"MANHATTAN",177.62,588,"11/01/2017 12:00:00 ",2017-11-01,2017
"CLAREMONT REHAB (GROUP 2)",307,"BRONX",38.07,890,"11/01/2017 12:00:00 ",2017-11-01,2017
"WASHINGTON HEIGHTS REHAB PHASE III",523,"MANHATTAN",3226.8,975,"11/01/2017 12:00:00 ",2017-11-01,2017
"CLAREMONT REHAB (GROUP 2)",307,"BRONX",226.96,813,"11/01/2017 12:00:00 ",2017-11-01,2017
"RALPH AVENUE REHAB",352,"BROOKLYN",3670.86,1025,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2822.22,875,"11/01/2017 12:00:00 ",2017-11-01,2017
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",2022.92,786,"11/01/2017 12:00:00 ",2017-11-01,2017
"WASHINGTON HEIGHTS REHAB PHASE III",523,"MANHATTAN",1401.24,546,"11/01/2017 12:00:00 ",2017-11-01,2017
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",1233.49,524,"11/01/2017 12:00:00 ",2017-11-01,2017
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",828.9,1603,"11/01/2017 12:00:00 ",2017-11-01,2017
"FRANKLIN AVENUE II CONVENTIONAL",531,"BRONX",1263.09,527,"11/01/2017 12:00:00 ",2017-11-01,2017
"WASHINGTON HEIGHTS REHAB PHASE III",523,"MANHATTAN",2318.96,819,"11/01/2017 12:00:00 ",2017-11-01,2017
"WEST FARMS ROAD REHAB",360,"BRONX",8032.47,1575,"11/01/2017 12:00:00 ",2017-11-01,2017
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",2249.88,811,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",3049.18,955,"11/01/2017 12:00:00 ",2017-11-01,2017
"WASHINGTON HEIGHTS REHAB (GROUPS 1&2)",293,"MANHATTAN",7361.45,1495,"11/01/2017 12:00:00 ",2017-11-01,2017
"HUNTS POINT AVENUE REHAB",367,"BRONX",12186.86,164,"11/01/2017 12:00:00 ",2017-11-01,2017
"CLINTON",123,"MANHATTAN",31143.09,907,"11/01/2017 12:00:00 ",2017-11-01,2017
"CLINTON",123,"MANHATTAN",40.61,1,"11/01/2017 12:00:00 ",2017-11-01,2017
"VAN DYKE I",61,"BROOKLYN",98.68,495,"11/01/2017 12:00:00 ",2017-11-01,2017
"CONLON LIHFE TOWER",232,"QUEENS",7203.57,1478,"11/01/2017 12:00:00 ",2017-11-01,2017
"UPACA (SITE 6)",355,"MANHATTAN",9512.66,1740,"11/01/2017 12:00:00 ",2017-11-01,2017
"UPACA (SITE 6)",355,"MANHATTAN",4410.95,1137,"11/01/2017 12:00:00 ",2017-11-01,2017
"CROWN HEIGHTS",312,"BROOKLYN",1075.6,506,"11/01/2017 12:00:00 ",2017-11-01,2017
"CROWN HEIGHTS",312,"BROOKLYN",2299.22,817,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2161.07,801,"11/01/2017 12:00:00 ",2017-11-01,2017
"UPACA (SITE 5)",343,"MANHATTAN",8.5,1,"11/01/2017 12:00:00 ",2017-11-01,2017
"UPACA (SITE 5)",343,"MANHATTAN",40.61,1,"11/01/2017 12:00:00 ",2017-11-01,2017
"UPACA (SITE 5)",343,"MANHATTAN",53622.17,1200,"11/01/2017 12:00:00 ",2017-11-01,2017
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",9433.71,1731,"11/01/2017 12:00:00 ",2017-11-01,2017
"EAST NEW YORK CITY LINE",263,"BROOKLYN",2042.66,788,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",148.02,554,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",88.81,1667,"11/01/2017 12:00:00 ",2017-11-01,2017
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",2999.84,950,"11/01/2017 12:00:00 ",2017-11-01,2017
"LOWER EAST SIDE II",337,"MANHATTAN",6631.23,1406,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",217.09,802,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",1539.39,562,"11/01/2017 12:00:00 ",2017-11-01,2017
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",2911.03,885,"11/01/2017 12:00:00 ",2017-11-01,2017
"LOWER EAST SIDE II",337,"MANHATTAN",4608.31,1159,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",424.32,1117,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",3818.88,1041,"11/01/2017 12:00:00 ",2017-11-01,2017
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",4746.46,1175,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",207.23,791,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",207.23,791,"11/01/2017 12:00:00 ",2017-11-01,2017
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",3690.59,1027,"11/01/2017 12:00:00 ",2017-11-01,2017
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",562.47,1284,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",592.07,1326,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",789.43,1560,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",957.19,1746,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",286.17,879,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",325.64,978,"11/01/2017 12:00:00 ",2017-11-01,2017
"THOMAS APARTMENTS",268,"MANHATTAN",8644.28,1642,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",187.49,600,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",69.08,1436,"11/01/2017 12:00:00 ",2017-11-01,2017
"TAFT",97,"MANHATTAN",3252.35,1625,"11/01/2017 12:00:00 ",2017-11-01,2017
"HUNTS POINT AVENUE REHAB",367,"BRONX",8377.85,1613,"11/01/2017 12:00:00 ",2017-11-01,2017
"HOWARD AVENUE",339,"BROOKLYN",7272.64,1485,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",572.34,1295,"11/01/2017 12:00:00 ",2017-11-01,2017
"STUYVESANT GARDENS II",333,"BROOKLYN",8851.51,1664,"11/01/2017 12:00:00 ",2017-11-01,2017
"STUYVESANT GARDENS II",333,"BROOKLYN",1588.73,568,"11/01/2017 12:00:00 ",2017-11-01,2017
"REID APARTMENTS",167,"BROOKLYN",43083.25,1072,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",286.17,879,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",197.36,780,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",513.13,1229,"11/01/2017 12:00:00 ",2017-11-01,2017
"RALPH AVENUE REHAB",352,"BROOKLYN",2614.99,852,"11/01/2017 12:00:00 ",2017-11-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",226.96,813,"11/01/2017 12:00:00 ",2017-11-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2111.73,796,"11/01/2017 12:00:00 ",2017-11-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",2920.9,886,"11/01/2017 12:00:00 ",2017-11-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2812.35,874,"10/01/2017 12:00:00 ",2017-10-01,2017
"CROWN HEIGHTS",312,"BROOKLYN",1381.51,544,"10/01/2017 12:00:00 ",2017-10-01,2017
"HARRISON AVENUE REHAB (GROUP B)",547,"BRONX",6572.02,1399,"10/01/2017 12:00:00 ",2017-10-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2013.05,785,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2141.33,799,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2496.58,839,"10/01/2017 12:00:00 ",2017-10-01,2017
"QUEENSBRIDGE SOUTH",5,"QUEENS",3799.14,1039,"10/01/2017 12:00:00 ",2017-10-01,2017
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",3335.35,987,"10/01/2017 12:00:00 ",2017-10-01,2017
"SOUTH JAMAICA II",66,"QUEENS",4766.2,1177,"10/01/2017 12:00:00 ",2017-10-01,2017
"TAFT",97,"MANHATTAN",3469.18,1543,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",4262.93,1121,"10/01/2017 12:00:00 ",2017-10-01,2017
"MELROSE",28,"BRONX",276.3,868,"10/01/2017 12:00:00 ",2017-10-01,2017
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",2397.9,828,"10/01/2017 12:00:00 ",2017-10-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",226.96,813,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1263.09,527,"10/01/2017 12:00:00 ",2017-10-01,2017
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",2200.54,806,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",1934.11,607,"10/01/2017 12:00:00 ",2017-10-01,2017
"HIGHBRIDGE REHABS (ANDERSON AVENUE)",370,"BRONX",7470,1507,"10/01/2017 12:00:00 ",2017-10-01,2017
"UPACA (SITE 6)",355,"MANHATTAN",4726.72,1172,"10/01/2017 12:00:00 ",2017-10-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2457.11,834,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",888.11,1672,"10/01/2017 12:00:00 ",2017-10-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3789.27,1038,"10/01/2017 12:00:00 ",2017-10-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",1144.68,514,"10/01/2017 12:00:00 ",2017-10-01,2017
"UPACA (SITE 6)",355,"MANHATTAN",9236.35,1711,"10/01/2017 12:00:00 ",2017-10-01,2017
"SOTOMAYOR HOUSES",67,"BRONX",118.41,518,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2466.98,836,"10/01/2017 12:00:00 ",2017-10-01,2017
"BAISLEY PARK",91,"QUEENS",513.13,1229,"10/01/2017 12:00:00 ",2017-10-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",3621.52,1019,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",4065.57,1098,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (MHOP) I",389,"MANHATTAN",69.08,1436,"10/01/2017 12:00:00 ",2017-10-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2328.82,820,"10/01/2017 12:00:00 ",2017-10-01,2017
"WASHINGTON HEIGHTS REHAB PHASE III",523,"MANHATTAN",2989.97,949,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",5565.5,1278,"10/01/2017 12:00:00 ",2017-10-01,2017
"UNION AVENUE-EAST 166TH STREET",356,"BRONX",3207.07,973,"10/01/2017 12:00:00 ",2017-10-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",207.23,791,"10/01/2017 12:00:00 ",2017-10-01,2017
"STERLING PLACE REHABS (STERLING-BUFFALO)",368,"BROOKLYN",2555.79,845,"10/01/2017 12:00:00 ",2017-10-01,2017
"LOWER EAST SIDE II",337,"MANHATTAN",5920.74,1327,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",819.04,1592,"10/01/2017 12:00:00 ",2017-10-01,2017
"BETANCES III, 9A",222,"BRONX",40.61,2,"10/01/2017 12:00:00 ",2017-10-01,2017
"BETANCES III, 9A",222,"BRONX",5239.85,1242,"10/01/2017 12:00:00 ",2017-10-01,2017
"RALPH AVENUE REHAB",352,"BROOKLYN",5782.59,1302,"10/01/2017 12:00:00 ",2017-10-01,2017
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",1963.71,610,"10/01/2017 12:00:00 ",2017-10-01,2017
"CLAREMONT REHAB (GROUP 4)",335,"BRONX",1223.62,523,"10/01/2017 12:00:00 ",2017-10-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",523,1240,"10/01/2017 12:00:00 ",2017-10-01,2017
"HARRISON AVENUE REHAB (GROUP B)",547,"BRONX",4282.67,1123,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",6966.74,1451,"10/01/2017 12:00:00 ",2017-10-01,2017
"INTERNATIONAL TOWER",316,"QUEENS",10252.75,37,"10/01/2017 12:00:00 ",2017-10-01,2017
"CROWN HEIGHTS",312,"BROOKLYN",2101.86,795,"10/01/2017 12:00:00 ",2017-10-01,2017
"PARK ROCK REHAB",351,"BROOKLYN",4134.65,1105,"10/01/2017 12:00:00 ",2017-10-01,2017
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2121.6,797,"10/01/2017 12:00:00 ",2017-10-01,2017
"FORT WASHINGTON AVENUE REHAB",309,"MANHATTAN",16163.62,377,"10/01/2017 12:00:00 ",2017-10-01,2017
"THOMAS APARTMENTS",268,"MANHATTAN",8506.13,1628,"10/01/2017 12:00:00 ",2017-10-01,2017
"REHAB PROGRAM (TAFT REHABS)",516,"MANHATTAN",23307.98,700,"10/01/2017 12:00:00 ",2017-10-01,2017
"HOWARD AVENUE",339,"BROOKLYN",1865.03,599,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2614.99,852,"10/01/2017 12:00:00 ",2017-10-01,2017
"STERLING PLACE REHABS (SAINT JOHNS-STERLING)",366,"BROOKLYN",2437.37,832,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2042.66,788,"10/01/2017 12:00:00 ",2017-10-01,2017
"CLINTON",123,"MANHATTAN",29722.11,892,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (MHOP) I",389,"MANHATTAN",394.72,1084,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",3108.39,962,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2161.07,801,"10/01/2017 12:00:00 ",2017-10-01,2017
"OCEAN HILL-BROWNSVILLE",313,"BROOKLYN",5565.5,1278,"10/01/2017 12:00:00 ",2017-10-01,2017
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",9413.98,1730,"10/01/2017 12:00:00 ",2017-10-01,2017
"BERRY STREET-SOUTH 9TH STREET",357,"BROOKLYN",7302.25,1489,"10/01/2017 12:00:00 ",2017-10-01,2017
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",2832.09,876,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",2338.69,821,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (CITY)",377,"MANHATTAN",12473.03,183,"10/01/2017 12:00:00 ",2017-10-01,2017
"REHAB PROGRAM (COLLEGE POINT)",143,"QUEENS",542.73,1262,"10/01/2017 12:00:00 ",2017-10-01,2017
"SAMUEL (MHOP) I",389,"MANHATTAN",355.24,1011,"10/01/2017 12:00:00 ",2017-10-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",434.19,1129,"10/01/2017 12:00:00 ",2017-10-01,2017
"STEBBINS AVENUE-HEWITT PLACE",353,"BRONX",6266.12,1365,"10/01/2017 12:00:00 ",2017-10-01,2017
"EAST 173RD STREET-VYSE AVENUE",338,"BRONX",2634.73,854,"10/01/2017 12:00:00 ",2017-10-01,2017
"FENIMORE-LEFFERTS",205,"BROOKLYN",256.57,846,"10/01/2017 12:00:00 ",2017-10-01,2017
"HOWARD AVENUE-PARK PLACE",365,"BROOKLYN",3019.58,952,"10/01/2017 12:00:00 ",2017-10-01,2017
